hypothesis,event,horizon,minutes,feature,bucket,cost,feature_min,feature_median,feature_max,samples,mean_return,median_return,win_rate,profit_factor,q10,q90,baseline_mean_return,baseline_profit_factor,mean_return_delta,pf_delta
DOWN_REVERSAL_LONG,EXTREME_DOWN,6,30,directional_close_extremity,Q4,0.0004,0.9543147208122224,0.9830342414949709,1.0,4104,-0.000525711855845924,-0.00020648419148940002,0.47928849902534115,0.790551500341877,-0.007345117555929709,0.006048691739383157,-0.00038358683676846165,0.8533030159057083,-0.00014212501907746232,-0.0627515155638313
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q1,0.0,0.7202038581232246,2.026221731049989,2.1508825698376,4104,5.5849927434489625e-05,0.00014697961888895,0.5102339181286549,1.0188281936472137,-0.009161592197414489,0.00878347556550868,0.00011416596249029795,1.0359446276354767,-5.831603505580833e-05,-0.017116433988263013
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q1,0.0002,0.7202038581232246,2.026221731049989,2.1508825698376,4104,-0.00014415007256551033,-5.302038111105002e-05,0.49902534113060426,0.9529741585926067,-0.00936159219741449,0.00858347556550868,-8.5834037509702e-05,0.9737654153709127,-5.831603505580833e-05,-0.020791256778305955
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q1,0.0004,0.7202038581232246,2.026221731049989,2.1508825698376,4104,-0.00034415007256551045,-0.00025302038111105,0.4868421052631579,0.8913224931852168,-0.009561592197414488,0.008383475565508681,-0.00028583403750970205,0.9151818581872299,-5.8316035055808397e-05,-0.023859365002013022
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q2,0.0,2.151167393589035,2.279272286914394,2.4437828881118886,4104,0.0002008719817976338,0.0004753593942481,0.5343567251461988,1.0713316499676986,-0.00888739632677233,0.009124351957873552,0.00011416596249029795,1.0359446276354767,8.670601930733583e-05,0.03538702233222191
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q2,0.0002,2.151167393589035,2.279272286914394,2.4437828881118886,4104,8.719817976338599e-07,0.00027535939424809996,0.5182748538011696,1.0002995701617523,-0.00908739632677233,0.008924351957873552,-8.5834037509702e-05,0.9737654153709127,8.670601930733586e-05,0.026534154790839648
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q2,0.0004,2.151167393589035,2.279272286914394,2.4437828881118886,4104,-0.00019912801820236618,7.535939424809998e-05,0.5058479532163743,0.9338089033735428,-0.00928739632677233,0.008724351957873553,-0.00028583403750970205,0.9151818581872299,8.670601930733587e-05,0.018627045186312974
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q3,0.0,2.4438017645581613,2.6660600249915714,2.9873549026929824,4104,-0.0002504070963371231,0.00029046958142535005,0.5207115009746589,0.9248641318689477,-0.01025611208436167,0.008933893541341944,0.00011416596249029795,1.0359446276354767,-0.00036457305882742105,-0.11108049576652901
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q3,0.0002,2.4438017645581613,2.6660600249915714,2.9873549026929824,4104,-0.000450407096337123,9.046958142535001e-05,0.506578947368421,0.8686822227227808,-0.01045611208436167,0.008733893541341943,-8.5834037509702e-05,0.9737654153709127,-0.000364573058827421,-0.10508319264813182
DOWN_REVERSAL_LONG,EXTREME_DOWN,12,60,abs_return_z,Q3,0.0004,2.4438017645581613,2.6660600249915714,2.9873549026929824,4104,-0.0006504070963371229,-0.00010953041857465,0.4929337231968811,0.8157494445832755,-0.01065611208436167,0.008533893541341944,-0.00028583403750970205,0.9151818581872299,-0.0003645730588274209,-0.09943241360395438
