symbol,period,experiment,samples,win_rate,mean_return,median_return,profit_factor,best_trade,worst_trade,profit_factor_clean
ETHUSDT,2026-03,DYNAMIC_BEAR_CONFIRMATION,69,0.43478260869565216,0.0003051059337690866,-0.0008561190871270163,1.1252102847232253,0.032819870992586875,-0.01835586044049986,1.1252102847232253
ETHUSDT,2026-04,BASE_SHORT,81,0.4691358024691358,7.665698811479237e-05,-0.0002465291293627381,1.0367543438934808,0.024260748050514147,-0.0267377141745474,1.0367543438934808
ETHUSDT,2026-04,ADX_RISING,74,0.4189189189189189,-0.00018048814722047872,-0.0008998396370306083,0.9196699708600177,0.024260748050514147,-0.0267377141745474,0.9196699708600177
ETHUSDT,2026-04,ADX_FALLING,16,0.5,0.0002757857261362212,0.0005559426529191946,1.1775766687246247,0.008459310161869293,-0.020077220077220126,1.1775766687246247
ETHUSDT,2026-04,BEAR_SPREAD_WIDENING,73,0.4657534246575342,0.0002431435266956419,-0.0002501842875332061,1.1226890244667773,0.024260748050514147,-0.0267377141745474,1.1226890244667773
ETHUSDT,2026-04,BEAR_SPREAD_NARROWING,19,0.42105263157894735,0.0005551165895073949,-0.00010534299679754167,1.5465694359876585,0.011528541281296434,-0.004756620992783289,1.5465694359876585
ETHUSDT,2026-04,BEAR_ACCELERATION,66,0.4393939393939394,-3.700829731376955e-05,-0.0008256838863321403,0.9836196924038852,0.024260748050514147,-0.0267377141745474,0.9836196924038852
ETHUSDT,2026-04,BEAR_DECELERATION,57,0.5087719298245614,0.001295784550663941,0.00038276441925177984,2.1890780385457655,0.020838814923959337,-0.008445259325243981,2.1890780385457655
ETHUSDT,2026-04,ATR_EXPANDING,64,0.484375,0.00019828884546664594,-0.00013640470869735744,1.088150700221908,0.02086996242286343,-0.0267377141745474,1.088150700221908
ETHUSDT,2026-04,ATR_CONTRACTING,24,0.5,0.0011983276208207873,-1.944875508680388e-05,1.890628211683183,0.024260748050514147,-0.005590710557153433,1.890628211683183
ETHUSDT,2026-04,VOLUME_ACCELERATING,75,0.4533333333333333,-0.00014532925457571603,-0.0005315910864177598,0.9278313845250467,0.024260748050514147,-0.0267377141745474,0.9278313845250467
ETHUSDT,2026-04,VOLUME_DECELERATING,37,0.5675675675675675,0.002073974668900517,0.0009143828559654565,2.333858441436053,0.020838814923959337,-0.020077220077220126,2.333858441436053
ETHUSDT,2026-04,BEAR_CANDLE_PRESSURE,53,0.4528301886792453,0.00016869944306899202,-0.0005315910864177598,1.082295273255684,0.024260748050514147,-0.020077220077220126,1.082295273255684
ETHUSDT,2026-04,BULL_CANDLE_PRESSURE,49,0.5306122448979592,0.0009677723371114799,0.00038276441925177984,1.9129219262328665,0.010402563218487426,-0.008445259325243981,1.9129219262328665
ETHUSDT,2026-04,BEAR_DI_DOMINANCE,80,0.4625,-4.0372460635984543e-07,-0.0002483567084479721,0.999808817951493,0.024260748050514147,-0.0267377141745474,0.999808817951493
