symbol,period,cost,samples,win_rate,mean_return,median_return,profit_factor,best_trade,worst_trade
BNBUSDT,2026-03,0.001,82,0.2926829268292683,-0.0015213033891336443,-0.0017490688673246204,0.38874537411343835,0.01030466716696743,-0.01519875185917785
BNBUSDT,2026-04,0.0,78,0.47435897435897434,0.00012231994504471806,-0.00011509257102931825,1.0842212263569408,0.011820537965816724,-0.010608294340106461
BNBUSDT,2026-04,0.0002,78,0.4358974358974359,-7.768005495528204e-05,-0.00031509257102931823,0.9502129280457303,0.011620537965816724,-0.010808294340106462
BNBUSDT,2026-04,0.0004,78,0.41025641025641024,-0.0002776800549552821,-0.0005150925710293182,0.8342789056944435,0.011420537965816725,-0.01100829434010646
BNBUSDT,2026-04,0.0006,78,0.3974358974358974,-0.00047768005495528205,-0.0007150925710293182,0.7337493938559388,0.011220537965816724,-0.011208294340106461
BNBUSDT,2026-04,0.0008,78,0.3717948717948718,-0.0006776800549552822,-0.0009150925710293183,0.6466372598023272,0.011020537965816724,-0.011408294340106461
BNBUSDT,2026-04,0.001,78,0.358974358974359,-0.0008776800549552823,-0.0011150925710293183,0.5708117980016975,0.010820537965816723,-0.011608294340106462
BNBUSDT,2026-05,0.0,84,0.3333333333333333,-0.0005447115623822261,-0.0010748899208615215,0.7167113275954671,0.013056653100026683,-0.009719680889994864
BNBUSDT,2026-05,0.0002,84,0.30952380952380953,-0.0007447115623822264,-0.0012748899208615216,0.6383269683251787,0.012856653100026682,-0.009919680889994864
BNBUSDT,2026-05,0.0004,84,0.30952380952380953,-0.000944711562382226,-0.0014748899208615214,0.5700324241457386,0.012656653100026683,-0.010119680889994863
BNBUSDT,2026-05,0.0006,84,0.2619047619047619,-0.0011447115623822262,-0.0016748899208615213,0.511072776192854,0.012456653100026683,-0.010319680889994864
BNBUSDT,2026-05,0.0008,84,0.25,-0.0013447115623822258,-0.0018748899208615214,0.4600377578872232,0.012256653100026682,-0.010519680889994864
BNBUSDT,2026-05,0.001,84,0.2261904761904762,-0.0015447115623822266,-0.0020748899208615215,0.41528318446312124,0.012056653100026682,-0.010719680889994865
BNBUSDT,2026-06,0.0,95,0.45263157894736844,0.00010015314603121041,-0.0005010916639821561,1.0456764198230661,0.014211288880668471,-0.016814908936891082
BNBUSDT,2026-06,0.0002,95,0.4105263157894737,-9.984685396878953e-05,-0.0007010916639821561,0.9566726107533303,0.01401128888066847,-0.01701490893689108
BNBUSDT,2026-06,0.0004,95,0.4105263157894737,-0.00029984685396878955,-0.0009010916639821561,0.8762175158413621,0.013811288880668472,-0.017214908936891083
BNBUSDT,2026-06,0.0006,95,0.3894736842105263,-0.0004998468539687896,-0.001101091663982156,0.8033796625712375,0.013611288880668471,-0.017414908936891082
BNBUSDT,2026-06,0.0008,95,0.37894736842105264,-0.0006998468539687893,-0.001301091663982156,0.7374272267918628,0.01341128888066847,-0.01761490893689108
BNBUSDT,2026-06,0.001,95,0.3473684210526316,-0.0008998468539687901,-0.0015010916639821561,0.6777351639459304,0.01321128888066847,-0.017814908936891083
BNBUSDT,2026-07,0.0,77,0.4155844155844156,-8.688870791547369e-05,-0.00020952647017735693,0.9397548104686966,0.012717253073336154,-0.008505276421483687
