hypothesis,horizon_bars,minutes,symbol,cost,samples,mean_return,median_return,trimmed_mean_5,winsorized_mean_5,win_rate,profit_factor,q10,q90
NEG_CONTINUATION_SHORT,1,5,ETHUSDT,0.0006,2977,-0.0007152178152114071,-0.000838813803962623,-0.000726450072672318,-0.0007085233953107507,0.37386630836412493,0.6042830794835795,-0.004697717056021776,0.0035540365446943547
NEG_CONTINUATION_SHORT,1,5,SOLUSDT,0.0,3028,-0.00047974044858227005,-0.0003593902777643265,-0.0003763702804119337,-0.0004008083031885566,0.44583883751651254,0.7628485330048732,-0.005191702577471679,0.004283084623874115
NEG_CONTINUATION_SHORT,1,5,SOLUSDT,0.0004,3028,-0.0008797404485822701,-0.0007593902777643265,-0.0007763702804119338,-0.0008008083031885568,0.39993394980184943,0.609592170366517,-0.0055917025774716795,0.003883084623874115
NEG_CONTINUATION_SHORT,1,5,SOLUSDT,0.0006,3028,-0.00107974044858227,-0.0009593902777643265,-0.0009763702804119341,-0.0010008083031885565,0.3751651254953765,0.5455647688150985,-0.005791702577471679,0.0036830846238741152
NEG_CONTINUATION_SHORT,3,15,BNBUSDT,0.0,2983,-5.9882017594166955e-05,-3.512181415876725e-05,-7.742629814835113e-05,-8.653678046705836e-05,0.49480388870264835,0.9674180995420316,-0.005185687356802804,0.004763112687837581
NEG_CONTINUATION_SHORT,3,15,BNBUSDT,0.0004,2983,-0.000459882017594167,-0.00043512181415876727,-0.00047742629814835126,-0.0004865367804670584,0.44217230975527994,0.7757255002716728,-0.005585687356802804,0.004363112687837581
NEG_CONTINUATION_SHORT,3,15,BNBUSDT,0.0006,2983,-0.0006598820175941669,-0.0006351218141587672,-0.0006774262981483516,-0.0006865367804670581,0.42205833053972514,0.6950987551818634,-0.005785687356802804,0.004163112687837581
NEG_CONTINUATION_SHORT,3,15,BTCUSDT,0.0,3051,-0.0002318584872863272,-0.0001030604627154652,-0.00016972571824772173,-0.00020923525098213378,0.4890199934447722,0.855293432325922,-0.0048387505383427065,0.004203412073490842
NEG_CONTINUATION_SHORT,3,15,BTCUSDT,0.0004,3051,-0.0006318584872863273,-0.0005030604627154652,-0.0005697257182477218,-0.0006092352509821339,0.4369059324811537,0.6523015961517519,-0.005238750538342707,0.003803412073490842
NEG_CONTINUATION_SHORT,3,15,BTCUSDT,0.0006,3051,-0.000831858487286327,-0.0007030604627154652,-0.0007697257182477219,-0.0008092352509821336,0.4083906915765323,0.5696251127630697,-0.005438750538342706,0.003603412073490842
